name,index,0,1,precision,recall,f1-score,accuracy,support,precision_avg,recall_avg,f1-score_avg,note
LogisticRegression: Train,0,0.0,12649.0,1.0,0.0,0.0,0.6681968417186926,12649.0,0.8340984208593463,0.5,0.4005503577325262,max_iter=1000
LogisticRegression: Train,1,0.0,25473.0,0.6681968417186926,1.0,0.8011007154650523,0.6681968417186926,25473.0,0.8340984208593463,0.5,0.4005503577325262,
LogisticRegression: Test,0,0.0,5419.0,1.0,0.0,0.0,0.6683192557228547,5419.0,0.8341596278614274,0.5,0.4005943427376453,max_iter=1000
LogisticRegression: Test,1,0.0,10919.0,0.6683192557228547,1.0,0.8011886854752907,0.6683192557228547,10919.0,0.8341596278614274,0.5,0.4005943427376453,
LogisticRegression: Train,0,0.0,12649.0,1.0,0.0,0.0,0.6681968417186926,12649.0,0.8340984208593463,0.5,0.4005503577325262,"max_iter=1000, C=100, fit_intercept=False, warm_start=True"
LogisticRegression: Train,1,0.0,25473.0,0.6681968417186926,1.0,0.8011007154650523,0.6681968417186926,25473.0,0.8340984208593463,0.5,0.4005503577325262,
LogisticRegression: Test,0,0.0,5419.0,1.0,0.0,0.0,0.6683192557228547,5419.0,0.8341596278614274,0.5,0.4005943427376453,"max_iter=1000, C=100, fit_intercept=False, warm_start=True"
LogisticRegression: Test,1,0.0,10919.0,0.6683192557228547,1.0,0.8011886854752907,0.6683192557228547,10919.0,0.8341596278614274,0.5,0.4005943427376453,
GradientBoostingClassifier: Train,0,8020.0,4629.0,0.7878966499656155,0.6340422167760297,0.7026458734886981,0.8219400870888202,12649.0,0.8111189938444189,0.7746429040147569,0.7877839222168668,n_estimators=100
GradientBoostingClassifier: Train,1,2159.0,23314.0,0.8343413377232223,0.9152435912534841,0.8729219709450353,0.8219400870888202,25473.0,0.8111189938444189,0.7746429040147569,0.7877839222168668,
GradientBoostingClassifier: Test,0,3438.0,1981.0,0.77994555353902,0.6344343974903118,0.6997048946779281,0.8193781368588566,5419.0,0.8069467918575234,0.7727992117500098,0.7852763170925638,n_estimators=100
GradientBoostingClassifier: Test,1,970.0,9949.0,0.8339480301760268,0.9111640260097078,0.8708477395071995,0.8193781368588566,10919.0,0.8069467918575234,0.7727992117500098,0.7852763170925638,
GradientBoostingClassifier: Train,0,7813.0,4836.0,0.7849105887080571,0.6176772867420349,0.6913241605096669,0.816982319920256,12649.0,0.8066132040387772,0.7668137542727566,0.7806278713474679,"ccp_alpha=0.0001, n_estimators=200, random_state=1234"
GradientBoostingClassifier: Train,1,2141.0,23332.0,0.8283158193694973,0.9159502218034782,0.8699315821852688,0.816982319920256,25473.0,0.8066132040387772,0.7668137542727566,0.7806278713474679,
GradientBoostingClassifier: Test,0,3365.0,2054.0,0.7796570898980537,0.620963277357446,0.6913199794555727,0.8160729587464806,5419.0,0.8044018272647813,0.7669336947278118,0.780165896183477,"ccp_alpha=0.0001, n_estimators=200, random_state=1234"
GradientBoostingClassifier: Test,1,951.0,9968.0,0.8291465646315089,0.9129041120981775,0.8690118129113814,0.8160729587464806,10919.0,0.8044018272647813,0.7669336947278118,0.780165896183477,
AdaBoostClassifier: Train,0,7183.0,5466.0,0.7767084775086506,0.5678709779429204,0.6560716079828286,0.8024500288547296,12649.0,0.7937016100918608,0.7434023754787424,0.7587495508403664,
AdaBoostClassifier: Train,1,2065.0,23408.0,0.810694742675071,0.9189337730145645,0.8614274936979043,0.8024500288547296,25473.0,0.7937016100918608,0.7434023754787424,0.7587495508403664,
AdaBoostClassifier: Test,0,3085.0,2334.0,0.7695185831878274,0.5692932275327551,0.6544336020364871,0.8005875872199779,5419.0,0.7901044128527344,0.7423350467730632,0.7571462573155594,
AdaBoostClassifier: Test,1,924.0,9995.0,0.8106902425176413,0.9153768660133712,0.8598589125946318,0.8005875872199779,10919.0,0.7901044128527344,0.7423350467730632,0.7571462573155594,
RandomForestClassifier: Train,0,9227.0,3422.0,0.8533247017478961,0.7294647798244921,0.7865484613417442,0.868632285819212,12649.0,0.864009013146459,0.8336013884597278,0.8458338153777798,"n_estimators=200, criterion='entropy', max_depth=None, min_samples_split=20, ccp_alpha=0.0003, random_state=1234"
RandomForestClassifier: Train,1,1586.0,23887.0,0.8746933245450218,0.9377379970949633,0.9051191694138154,0.868632285819212,25473.0,0.864009013146459,0.8336013884597278,0.8458338153777798,
RandomForestClassifier: Test,0,3797.0,1622.0,0.8085604770017035,0.7006827828012548,0.7507661888284726,0.845697147753703,5419.0,0.8346186683239063,0.8091746178865693,0.8195123440042367,"n_estimators=200, criterion='entropy', max_depth=None, min_samples_split=20, ccp_alpha=0.0003, random_state=1234"
RandomForestClassifier: Test,1,899.0,10020.0,0.860676859646109,0.9176664529718839,0.8882584991800009,0.845697147753703,10919.0,0.8346186683239063,0.8091746178865693,0.8195123440042367,
KNeighborsClassifier: Train,0,3759.0,8890.0,0.60259698621353,0.2971776425013835,0.3980515698628686,0.7017732542888621,12649.0,0.6618868759947338,0.5999294564330417,0.5999184397076603,
KNeighborsClassifier: Train,1,2479.0,22994.0,0.7211767657759378,0.9026812703646999,0.8017853095524521,0.7017732542888621,25473.0,0.6618868759947338,0.5999294564330417,0.5999184397076603,
KNeighborsClassifier: Test,0,1516.0,3903.0,0.5579683474420316,0.27975641262225504,0.3726647000983284,0.6875994613783817,5419.0,0.6357127545887935,0.5848823275676529,0.5823388700165644,
KNeighborsClassifier: Test,1,1201.0,9718.0,0.7134571617355554,0.8900082425130507,0.7920130399348003,0.6875994613783817,10919.0,0.6357127545887935,0.5848823275676529,0.5823388700165644,
VotingClassifier: Train,0,8276.0,4373.0,0.8171406003159558,0.6542809708277334,0.7266979848092375,0.8367084623052305,12649.0,0.8304642774388238,0.7907882693419475,0.8051355149325332,"('RF', clf_RF), ('GB', clf_GB), ('AB', clf_AB')"
VotingClassifier: Train,1,1852.0,23621.0,0.8437879545616918,0.9272955678561614,0.8835730450558288,0.8367084623052305,25473.0,0.8304642774388238,0.7907882693419475,0.8051355149325332,
VotingClassifier: Test,0,3515.0,1904.0,0.8014135886912904,0.6486436611921018,0.7169811320754715,0.8301505692251193,5419.0,0.8210548532479209,0.78443722577876,0.7978242200100151,"('RF', clf_RF), ('GB', clf_GB), ('AB', clf_AB')"
VotingClassifier: Test,1,871.0,10048.0,0.8406961178045516,0.9202307903654181,0.8786673079445586,0.8301505692251193,10919.0,0.8210548532479209,0.78443722577876,0.7978242200100151,
